x,z,u_x,u_y,u_z,b_x,b_y,b_z,sigma,phi,target_jx,target_jy,target_jz
8.5937500000000000e-01,1.8750000000000000e-01,4.0006053162585046e-03,0.0000000000000000e+00,-7.1861124448667170e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2429687500000000e+00,8.2397460937499957e-04,2.2327695975884215e-02,0.0000000000000000e+00,3.1543341588022744e-02
8.7500000000000000e-01,1.8750000000000000e-01,4.1198853808969314e-03,0.0000000000000000e+00,-6.8194006775482542e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2468750000000000e+00,9.9609374999999958e-04,1.9984417129271903e-02,0.0000000000000000e+00,3.2237381462223436e-02
8.9062500000000000e-01,1.8750000000000000e-01,4.2228975774282621e-03,0.0000000000000000e+00,-6.4460885636086450e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2507812500000000e+00,1.1755371093749999e-03,1.7592994071366982e-02,0.0000000000000000e+00,3.2853758660820784e-02
9.0625000000000000e-01,1.8750000000000000e-01,4.3094979755227284e-03,0.0000000000000000e+00,-6.0673856749249924e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2546875000000000e+00,1.3623046875000000e-03,1.5159187949779815e-02,0.0000000000000000e+00,3.3390988277154685e-02
9.2187500000000000e-01,1.8750000000000000e-01,4.3795823060009606e-03,0.0000000000000000e+00,-5.6845068484312486e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2585937500000000e+00,1.5563964843749996e-03,1.2688862016633592e-02,0.0000000000000000e+00,3.3847776078023611e-02
9.3750000000000000e-01,1.8750000000000000e-01,4.4330859646744269e-03,0.0000000000000000e+00,-5.2986693076190628e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2625000000000000e+00,1.7578124999999994e-03,1.0187967503476267e-02,0.0000000000000000e+00,3.4223021621605849e-02
9.5312500000000000e-01,1.8750000000000000e-01,4.4699839239518884e-03,0.0000000000000000e+00,-4.9110897954704504e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2664062500000000e+00,1.9665527343749995e-03,7.6625292842424780e-03,0.0000000000000000e+00,3.4515820908518811e-02
9.6875000000000000e-01,1.8750000000000000e-01,4.4902905529415598e-03,0.0000000000000000e+00,-4.5229817253736159e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2703125000000000e+00,2.1826171874999999e-03,5.1186313608046763e-03,0.0000000000000000e+00,3.4725468559634293e-02
9.8437500000000000e-01,1.8750000000000000e-01,4.4940593469817930e-03,0.0000000000000000e+00,-4.1355523564962863e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2742187500000000e+00,2.4060058593749997e-03,2.5624022060795164e-03,0.0000000000000000e+00,3.4851459515397816e-02
1.0000000000000000e+00,1.8750000000000000e-01,4.4896037388214563e-03,0.0000000000000000e+00,-3.7500000000000046e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2781250000000000e+00,2.6367187499999997e-03,6.3953258490792683e-18,0.0000000000000000e+00,3.4935520989724689e-02
0.0000000000000000e+00,2.0312500000000000e-01,-1.1314399553878259e-02,0.0000000000000000e+00,3.7500000000000068e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0304687500000000e+00,2.4938964843749995e-03,0.0000000000000000e+00,0.0000000000000000e+00,-3.7458928356454445e-02
1.5625000000000000e-02,2.0312500000000000e-01,-1.1258295451419978e-02,0.0000000000000000e+00,3.0345515129453103e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0343750000000000e+00,2.2631835937499995e-03,2.4753048339387733e-03,0.0000000000000000e+00,-3.7368795086500158e-02
3.1250000000000000e-02,2.0312500000000000e-01,-1.1191788384373756e-02,0.0000000000000000e+00,2.3250404542130365e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0382812500000000e+00,2.0397949218749997e-03,4.9446464417214897e-03,0.0000000000000000e+00,-3.7233703751039751e-02
4.6875000000000000e-02,2.0312500000000000e-01,-1.1104262808715040e-02,0.0000000000000000e+00,1.6228270740626714e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0421875000000000e+00,1.8237304687499993e-03,7.4020759631262256e-03,0.0000000000000000e+00,-3.7008913161955821e-02
6.2500000000000000e-02,2.0312500000000000e-01,-1.0996083601590266e-02,0.0000000000000000e+00,9.2924444715387520e-04,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0460937500000000e+00,1.6149902343750001e-03,9.8416732351905012e-03,0.0000000000000000e+00,-3.6694964859466793e-02
7.8125000000000000e-02,2.0312500000000000e-01,-1.0867661350602851e-02,0.0000000000000000e+00,2.4559558228513497e-04,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0500000000000000e+00,1.4135742187499994e-03,1.2257561054402441e-02,0.0000000000000000e+00,-3.6292615172531989e-02
9.3750000000000000e-02,2.0312500000000000e-01,-1.0719451074479216e-02,0.0000000000000000e+00,-4.2684937904196403e-04,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0539062500000000e+00,1.2194824218749998e-03,1.4643919335398770e-02,0.0000000000000000e+00,-3.5802833396788941e-02
1.0937500000000000e-01,2.0312500000000000e-01,-1.0551950850826629e-02,0.0000000000000000e+00,-1.0868558694677229e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0578125000000000e+00,1.0327148437499997e-03,1.6994999132060304e-02,0.0000000000000000e+00,-3.5226799459435174e-02
1.2500000000000000e-01,2.0312500000000000e-01,-1.0365700354700304e-02,0.0000000000000000e+00,-1.7332275025110392e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0617187500000000e+00,8.5327148437499981e-04,1.9305136487226565e-02,0.0000000000000000e+00,-3.4565901076680366e-02
1.4062500000000000e-01,2.0312500000000000e-01,-1.0161279311874837e-02,0.0000000000000000e+00,-2.3648085739389696e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0656250000000000e+00,6.8115234374999979e-04,2.1568766077664864e-02,0.0000000000000000e+00,-3.3821730410616507e-02
1.5625000000000000e-01,2.0312500000000000e-01,-9.9393058708832187e-03,0.0000000000000000e+00,-2.9804864527792577e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0695312500000000e+00,5.1635742187499962e-04,2.3780434621421265e-02,0.0000000000000000e+00,-3.2996080233559766e-02
1.7187500000000000e-01,2.0312500000000000e-01,-9.7004348980448529e-03,0.0000000000000000e+00,-3.5791938572645367e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0734375000000000e+00,3.5888671874999972e-04,2.5934814015254604e-02,0.0000000000000000e+00,-3.2090939609105085e-02
1.8750000000000000e-01,2.0312500000000000e-01,-9.4453561998515609e-03,0.0000000000000000e+00,-4.1599110112844184e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0773437500000000e+00,2.0874023437499967e-04,2.8026714170503786e-02,0.0000000000000000e+00,-3.1108489100297815e-02
2.0312500000000000e-01,2.0312500000000000e-01,-9.1747926772175643e-03,0.0000000000000000e+00,-4.7216676772175699e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0812500000000000e+00,6.5917968749999896e-05,3.0051095516465981e-02,0.0000000000000000e+00,-3.0051095516465981e-02
2.1875000000000000e-01,2.0312500000000000e-01,-8.8894984162263165e-03,0.0000000000000000e+00,-5.2635450613192575e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0851562500000000e+00,-6.9580078125000035e-05,3.2003081141163903e-02,0.0000000000000000e+00,-2.8921306211369846e-02
2.3437500000000000e-01,2.0312500000000000e-01,-8.5902567201213004e-03,0.0000000000000000e+00,-5.7846775881501174e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0890625000000000e+00,-1.9775390625000012e-04,3.3877968540253961e-02,0.0000000000000000e+00,-2.7721842946403424e-02
2.5000000000000000e-01,2.0312500000000000e-01,-8.2778780873926996e-03,0.0000000000000000e+00,-6.2842545408482511e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0929687500000000e+00,-3.1860351562500036e-04,3.5671240945770955e-02,0.0000000000000000e+00,-2.6455595333632453e-02
2.6562500000000000e-01,2.0312500000000000e-01,-7.9531981409039811e-03,0.0000000000000000e+00,-6.7615215643687440e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0968750000000000e+00,-4.3212890625000033e-04,3.7378578207417856e-02,0.0000000000000000e+00,-2.5125613874466213e-02
2.8125000000000000e-01,2.0312500000000000e-01,-7.6170755130833016e-03,0.0000000000000000e+00,-7.2157820291409696e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1007812500000000e+00,-5.3833007812500002e-04,3.8995867200186329e-02,0.0000000000000000e+00,-2.3735102610732417e-02
2.9687500000000000e-01,2.0312500000000000e-01,-7.2703896922738575e-03,0.0000000000000000e+00,-7.6463982529244613e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1046875000000000e+00,-6.3720703125000029e-04,4.0519211733234972e-02,0.0000000000000000e+00,-2.2287411405860102e-02
3.1250000000000000e-01,2.0312500000000000e-01,-6.9140388353943717e-03,0.0000000000000000e+00,-8.0527925789777594e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1085937500000000e+00,-7.2875976562500029e-04,4.1944941936154501e-02,0.0000000000000000e+00,-2.0786027874764412e-02
3.2812500000000000e-01,2.0312500000000000e-01,-6.5489375521072223e-03,0.0000000000000000e+00,-8.4344483089902975e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1125000000000000e+00,-8.1298828125000023e-04,4.3269623100006815e-02,0.0000000000000000e+00,-1.9234568981877143e-02
3.4375000000000000e-01,2.0312500000000000e-01,-6.1760146657245073e-03,0.0000000000000000e+00,-8.7909104895652450e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1164062500000000e+00,-8.8989257812500011e-04,4.4490063951839798e-02,0.0000000000000000e+00,-1.7636772327563499e-02
3.5937500000000000e-01,2.0312500000000000e-01,-5.7962109561035284e-03,0.0000000000000000e+00,-9.1217865513793031e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1203125000000000e+00,-9.5947265625000015e-04,4.5603324342743501e-02,0.0000000000000000e+00,-1.5996487143913940e-02
3.7500000000000000e-01,2.0312500000000000e-01,-5.4104768897946364e-03,0.0000000000000000e+00,-9.4267468004839150e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1242187500000000e+00,-1.0217285156250001e-03,4.6606722330926109e-02,0.0000000000000000e+00,-1.4317665021607751e-02
3.9062500000000000e-01,2.0312500000000000e-01,-5.0197703427003332e-03,0.0000000000000000e+00,-9.7055247615505155e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1281250000000000e+00,-1.0766601562500003e-03,4.7497840642746703e-02,0.0000000000000000e+00,-1.2604350390185259e-02
4.0625000000000000e-01,2.0312500000000000e-01,-4.6250543204912923e-03,0.0000000000000000e+00,-9.9579173731984862e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1320312500000000e+00,-1.1242675781250001e-03,4.8274532496139388e-02,0.0000000000000000e+00,-1.0860670774662129e-02
4.2187500000000000e-01,2.0312500000000000e-01,-4.2272946819995362e-03,0.0000000000000000e+00,-1.0183785035878811e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1359375000000000e+00,-1.1645507812500001e-03,4.8934926772399356e-02,0.0000000000000000e+00,-9.0908268519603874e-03
4.3750000000000000e-01,2.0312500000000000e-01,-3.8274578707711985e-03,0.0000000000000000e+00,-1.0383051513117744e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1398437500000000e+00,-1.1975097656250003e-03,4.9477432523871212e-02,0.0000000000000000e+00,-7.2990823311099295e-03
4.5312500000000000e-01,2.0312500000000000e-01,-3.4265086599124918e-03,0.0000000000000000e+00,-1.0555703687252834e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1437500000000000e+00,-1.2231445312500002e-03,4.9900742806681719e-02,0.0000000000000000e+00,-5.4897536815996517e-03
4.6875000000000000e-01,2.0312500000000000e-01,-3.0254079153028864e-03,0.0000000000000000e+00,-1.0701791171116594e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1476562500000000e+00,-1.2414550781250002e-03,5.0203837829282116e-02,0.0000000000000000e+00,-3.6671997346248153e-03
4.8437500000000000e-01,2.0312500000000000e-01,-2.6251103821775938e-03,0.0000000000000000e+00,-1.0821425777441523e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1515625000000000e+00,-1.2524414062500002e-03,5.0385987409215016e-02,0.0000000000000000e+00,-1.8358111822805445e-03
5.0000000000000000e-01,2.0312500000000000e-01,-2.2265625000000011e-03,0.0000000000000000e+00,-1.0914780848073074e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1554687500000000e+00,-1.2561035156250001e-03,5.0446752732187738e-02,0.0000000000000000e+00,-0.0000000000000000e+00
5.1562500000000000e-01,2.0312500000000000e-01,-1.8307002504516340e-03,0.0000000000000000e+00,-1.0982090445383291e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1593750000000000e+00,-1.2524414062500002e-03,5.0385987409215016e-02,0.0000000000000000e+00,1.8358111822805445e-03
5.3125000000000000e-01,2.0312500000000000e-01,-1.4384470432639747e-03,0.0000000000000000e+00,-1.1023648408576411e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1632812500000000e+00,-1.2414550781250002e-03,5.0203837829282116e-02,0.0000000000000000e+00,3.6671997346248153e-03
5.4687500000000000e-01,2.0312500000000000e-01,-1.0507116445034206e-03,0.0000000000000000e+00,-1.1039807277870246e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1671875000000000e+00,-1.2231445312500002e-03,4.9900742806681719e-02,0.0000000000000000e+00,5.4897536815996517e-03
5.6250000000000000e-01,2.0312500000000000e-01,-6.6838615179774796e-04,0.0000000000000000e+00,-1.1030977089819071e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1710937500000000e+00,-1.1975097656250003e-03,4.9477432523871212e-02,0.0000000000000000e+00,7.2990823311099295e-03
5.7812500000000000e-01,2.0312500000000000e-01,-2.9234402085949332e-04,0.0000000000000000e+00,-1.0997624047319013e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1750000000000000e+00,-1.1645507812500001e-03,4.8934926772399356e-02,0.0000000000000000e+00,9.0908268519603874e-03
5.9375000000000000e-01,2.0312500000000000e-01,7.6561852479708082e-05,0.0000000000000000e+00,-1.0940269068101128e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1789062500000000e+00,-1.1242675781250001e-03,4.8274532496139388e-02,0.0000000000000000e+00,1.0860670774662129e-02
6.0937500000000000e-01,2.0312500000000000e-01,4.3750099066002879e-04,0.0000000000000000e+00,-1.0859486215772089e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1828125000000000e+00,-1.0766601562500003e-03,4.7497840642746703e-02,0.0000000000000000e+00,1.2604350390185259e-02
6.2500000000000000e-01,2.0312500000000000e-01,7.8966712930512084e-04,0.0000000000000000e+00,-1.0755901017706619e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1867187500000000e+00,-1.0217285156250001e-03,4.6606722330926109e-02,0.0000000000000000e+00,1.4317665021607751e-02
6.4062500000000000e-01,2.0312500000000000e-01,1.1322799449163018e-03,0.0000000000000000e+00,-1.0630188674329345e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1906250000000000e+00,-9.5947265625000015e-04,4.5603324342743501e-02,0.0000000000000000e+00,1.5996487143913884e-02
6.5625000000000000e-01,2.0312500000000000e-01,1.4645867117856885e-03,0.0000000000000000e+00,-1.0483072164544638e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1945312500000000e+00,-8.8989257812500011e-04,4.4490063951839853e-02,0.0000000000000000e+00,1.7636772327563499e-02
6.7187500000000000e-01,2.0312500000000000e-01,1.7858638847462098e-03,0.0000000000000000e+00,-1.0315320252283036e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.1984375000000000e+00,-8.1298828125000023e-04,4.3269623100006815e-02,0.0000000000000000e+00,1.9234568981877143e-02
6.8750000000000000e-01,2.0312500000000000e-01,2.0954186045643872e-03,0.0000000000000000e+00,-1.0127745399330370e-02,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2023437500000000e+00,-7.2875976562500029e-04,4.1944941936154501e-02,0.0000000000000000e+00,2.0786027874764357e-02
7.0312500000000000e-01,2.0312500000000000e-01,2.3925901229761857e-03,0.0000000000000000e+00,-9.9212015897896331e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2062500000000000e+00,-6.3720703125000029e-04,4.0519211733234972e-02,0.0000000000000000e+00,2.2287411405860102e-02
7.1875000000000000e-01,2.0312500000000000e-01,2.6767511445670699e-03,0.0000000000000000e+00,-9.6965820716976275e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2101562500000000e+00,-5.3833007812500002e-04,3.8995867200186329e-02,0.0000000000000000e+00,2.3735102610732473e-02
7.3437500000000000e-01,2.0312500000000000e-01,2.9473090829016642e-03,0.0000000000000000e+00,-9.4548170214760023e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2140625000000000e+00,-4.3212890625000033e-04,3.7378578207417856e-02,0.0000000000000000e+00,2.5125613874466213e-02
7.5000000000000000e-01,2.0312500000000000e-01,3.2037072285197865e-03,0.0000000000000000e+00,-9.1968711370408532e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2179687500000000e+00,-3.1860351562500036e-04,3.5671240945770899e-02,0.0000000000000000e+00,2.6455595333632342e-02
7.6562500000000000e-01,2.0312500000000000e-01,3.4454258266298698e-03,0.0000000000000000e+00,-8.9237411655251099e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2218750000000000e+00,-1.9775390625000012e-04,3.3877968540253961e-02,0.0000000000000000e+00,2.7721842946403480e-02
7.8125000000000000e-01,2.0312500000000000e-01,3.6719830625483590e-03,0.0000000000000000e+00,-8.6364533716841614e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2257812500000000e+00,-6.9580078125000035e-05,3.2003081141163903e-02,0.0000000000000000e+00,2.8921306211369929e-02
7.9687500000000000e-01,2.0312500000000000e-01,3.8829359531569992e-03,0.0000000000000000e+00,-8.3360609531569936e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2296875000000000e+00,6.5917968749999896e-05,3.0051095516465981e-02,0.0000000000000000e+00,3.0051095516465981e-02
8.1250000000000000e-01,2.0312500000000000e-01,4.0778811428722602e-03,0.0000000000000000e+00,-8.0236414088418039e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2335937500000000e+00,2.0874023437499967e-04,2.8026714170503786e-02,0.0000000000000000e+00,3.1108489100297815e-02
8.2812500000000000e-01,2.0312500000000000e-01,4.2564556028494935e-03,0.0000000000000000e+00,-7.7002938667181066e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2375000000000000e+00,3.5888671874999972e-04,2.5934814015254631e-02,0.0000000000000000e+00,3.2090939609105001e-02
8.4375000000000000e-01,2.0312500000000000e-01,4.4183372323720205e-03,0.0000000000000000e+00,-7.3671363775046029e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2414062500000000e+00,5.1635742187499962e-04,2.3780434621421292e-02,0.0000000000000000e+00,3.2996080233559821e-02
8.5937500000000000e-01,2.0312500000000000e-01,4.5632453616043312e-03,0.0000000000000000e+00,-7.0253031805851632e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2453125000000000e+00,6.8115234374999979e-04,2.1568766077664836e-02,0.0000000000000000e+00,3.3821730410616563e-02
8.7500000000000000e-01,2.0312500000000000e-01,4.6909411551204977e-03,0.0000000000000000e+00,-6.6759419486632264e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2492187500000000e+00,8.5327148437499981e-04,1.9305136487226565e-02,0.0000000000000000e+00,3.4565901076680228e-02
8.9062500000000000e-01,2.0312500000000000e-01,4.8012279158474152e-03,0.0000000000000000e+00,-6.3202110176180182e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2531250000000000e+00,1.0327148437499997e-03,1.6994999132060318e-02,0.0000000000000000e+00,3.5226799459435174e-02
9.0625000000000000e-01,2.0312500000000000e-01,4.8939512892930215e-03,0.0000000000000000e+00,-5.9592766080345597e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2570312500000000e+00,1.2194824218749998e-03,1.4643919335398783e-02,0.0000000000000000e+00,3.5802833396788983e-02
9.2187500000000000e-01,2.0312500000000000e-01,4.9689993681599808e-03,0.0000000000000000e+00,-5.5943100448629397e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2609375000000000e+00,1.4135742187499994e-03,1.2257561054402441e-02,0.0000000000000000e+00,3.6292615172531892e-02
9.3750000000000000e-01,2.0312500000000000e-01,5.0263026976710302e-03,0.0000000000000000e+00,-5.2264849816312312e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2648437500000000e+00,1.6149902343750001e-03,9.8416732351905151e-03,0.0000000000000000e+00,3.6694964859466842e-02
9.5312500000000000e-01,2.0312500000000000e-01,5.0658341821587898e-03,0.0000000000000000e+00,-4.8569746355913712e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2687500000000000e+00,1.8237304687499993e-03,7.4020759631262256e-03,0.0000000000000000e+00,3.7008913161955863e-02
9.6875000000000000e-01,2.0312500000000000e-01,5.0876088936971956e-03,0.0000000000000000e+00,-4.4869490401171766e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2726562500000000e+00,2.0397949218749997e-03,4.9446464417214966e-03,0.0000000000000000e+00,3.7233703751039793e-02
9.8437500000000000e-01,2.0312500000000000e-01,5.0916837837699262e-03,0.0000000000000000e+00,-4.1175723206000030e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2765625000000000e+00,2.2631835937499995e-03,2.4753048339387698e-03,0.0000000000000000e+00,3.7368795086500192e-02
1.0000000000000000e+00,2.0312500000000000e-01,5.0869561540972073e-03,0.0000000000000000e+00,-3.7500000000000046e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.2804687500000000e+00,2.4938964843749995e-03,6.1779454260851694e-18,0.0000000000000000e+00,3.7458928356454139e-02
0.0000000000000000e+00,2.1875000000000000e-01,-1.1765555062634450e-02,0.0000000000000000e+00,3.7500000000000068e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0328124999999999e+00,2.3583984374999996e-03,0.0000000000000000e+00,0.0000000000000000e+00,-3.9892093883758584e-02
1.5625000000000000e-02,2.1875000000000000e-01,-1.1706024514904418e-02,0.0000000000000000e+00,3.0583451635980176e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0367187499999999e+00,2.1276855468749995e-03,2.3822442356419664e-03,0.0000000000000000e+00,-3.9796105957119271e-02
3.1250000000000000e-02,2.1875000000000000e-01,-1.1635438588906115e-02,0.0000000000000000e+00,2.3723818921897125e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0406249999999999e+00,1.9042968749999997e-03,4.7587494362603261e-03,0.0000000000000000e+00,-3.9652239688821714e-02
4.6875000000000000e-02,2.1875000000000000e-01,-1.1542517307132448e-02,0.0000000000000000e+00,1.6934166131980209e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0445312499999999e+00,1.6882324218749994e-03,7.1237903926695059e-03,0.0000000000000000e+00,-3.9412847701987774e-02
6.2500000000000000e-02,2.1875000000000000e-01,-1.1427647837646982e-02,0.0000000000000000e+00,1.0227296985866070e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0484374999999999e+00,1.4794921875000001e-03,9.4716695140523999e-03,0.0000000000000000e+00,-3.9078506712882009e-02
7.8125000000000000e-02,2.1875000000000000e-01,-1.1291265940634175e-02,0.0000000000000000e+00,3.6157268762745422e-04,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0523437499999999e+00,1.2780761718749999e-03,1.1796730553955692e-02,0.0000000000000000e+00,-3.8650022178231991e-02
9.3750000000000000e-02,2.1875000000000000e-01,-1.1133854610606514e-02,0.0000000000000000e+00,-2.8883440513205374e-04,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0562499999999999e+00,1.0839843749999999e-03,1.4093372236682930e-02,0.0000000000000000e+00,-3.8128426354812520e-02
1.0937500000000000e-01,2.1875000000000000e-01,-1.0955942619784482e-02,0.0000000000000000e+00,-9.2730569115893717e-04,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0601562499999999e+00,8.9721679687499974e-04,1.6356061751258366e-02,0.0000000000000000e+00,-3.7514975812648566e-02
1.2500000000000000e-01,2.1875000000000000e-01,-1.0758102966596916e-02,0.0000000000000000e+00,-1.5526919131755015e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0640624999999999e+00,7.1777343749999988e-04,1.8579348080453223e-02,0.0000000000000000e+00,-3.6811148407828120e-02
1.4062500000000000e-01,2.1875000000000000e-01,-1.0540951233437875e-02,0.0000000000000000e+00,-2.1638828492935962e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0679687499999999e+00,5.4565429687499986e-04,2.0757875132763587e-02,0.0000000000000000e+00,-3.6018639722217416e-02
1.5625000000000000e-01,2.1875000000000000e-01,-1.0305143857995485e-02,0.0000000000000000e+00,-2.7598096112429141e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0718749999999999e+00,3.8085937499999969e-04,2.2886394645703995e-02,0.0000000000000000e+00,-3.5139358978655638e-02
1.7187500000000000e-01,2.1875000000000000e-01,-1.0051376322636458e-02,0.0000000000000000e+00,-3.3394468321612742e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0757812499999999e+00,2.2338867187499979e-04,2.4959778829331480e-02,0.0000000000000000e+00,-3.4175424441470009e-02
1.8750000000000000e-01,2.1875000000000000e-01,-9.7803812664871270e-03,0.0000000000000000e+00,-3.9018147396910436e-03,0.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,1.0796874999999999e+00,7.3242187499999740e-05,2.6973032719540685e-02,0.0000000000000000e+00,-3.3129158313391277e-02
